record,name,cpf,address,birthday,Gluconise,H2B4,H356,HB_A56,Adrino_posina,Gamma_R,Nitro_K,H278,Positron_L,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
20002,Benjamin da Cruz,70849635292,"Via Cardoso, 43
Esplanada
65548039 Oliveira das Pedras / MG",2001-09-21,1135.3927,133.85,283.85,136.55,Uncovered,4,3.09,5972.44,28.4499,X,5,1,AB,+,False,True,False
71726,Mirella da Rosa,7426351807,"Feira de Mendes, 20
Jonas Veiga
27921-069 Barbosa / GO",2022-02-26,933.0806,83.27,233.27,136.55,Clinical Done,5,2.72,2233.05,24.7106,,4,1,B,+,False,True,False
54532,Srta. Natália Pereira,7265913434,"Rua Pedro Henrique Almeida, 58
Vila Paquetá
62043194 Gomes de Minas / BA",2012-02-29,1343.868,185.97,335.97,136.55,Uncovered,6,3.37,8693.79,31.1713,X,5,0,AB,+,False,True,False
28955,Dra. Eloah Teixeira,95760482300,"Aeroporto de Silveira, 1
Ribeiro De Abreu
34111-372 Carvalho de Oliveira / RR",2022-03-07,843.4539,60.86,210.86,112.89,Uncovered,4,2.54,441.74,22.9192,A,2,0,O,+,False,True,True
78047,Maria Alice Teixeira,14638702996,"Parque André Campos, 37
Padre Eustáquio
45439-439 Cunha de Viana / CE",2002-11-15,1156.6172,139.15,289.15,103.66,Uncovered,7,3.21,7121.9,29.5994,B,5,1,,+,True,False,False
98410,João Gabriel Rocha,69218740369,"Favela Melo, 22
Caetano Furquim
62724087 Freitas de Pinto / PE",2012-06-03,975.3195,93.83,243.83,112.89,Covered,4,4.75,22510.55,44.9881,DD,7,1,,+,False,True,True
43508,Nicole Aragão,61748235982,"Chácara de Moraes, 1
Alta Tensão 2ª Seção
20828617 Melo / SP",2006-02-18,952.0616,88.02,238.02,136.55,Clinical Done,3,3.39,8910.18,31.3877,DD,5,1,O,+,False,True,False
64590,Sarah da Costa,56081294749,"Trevo Catarina Alves, 45
Vila Bandeirantes
58672078 Rodrigues Verde / AM",2010-07-16,1410.3385,202.58,352.58,112.89,Clinical Done,3,3.15,6549.3,29.0268,X,5,1,O,+,False,True,True
93388,Luiz Otávio da Paz,38140926787,"Chácara Alana Araújo, 56
Outro
51301266 da Conceição / BA",2004-11-28,1114.6602,128.67,278.67,103.66,Clinical Done,6,2.78,2865.35,25.3428,B,4,0,,+,True,False,False
65145,Sra. Manuela Ferreira,92634801769,"Praia de Pereira, 26
Vila Sesc
18660-559 Mendes das Flores / RJ",2017-12-17,788.8111,47.2,197.2,103.66,Clinical Done,5,2.57,769.08,23.2466,B,3,1,B,+,True,False,False
83399,Davi Lucca Duarte,75308462135,"Condomínio Araújo, 654
Califórnia
86713681 Oliveira do Oeste / DF",2008-11-27,1085.2604,121.32,271.32,103.66,Uncovered,7,2.76,2655.85,25.1334,CS,4,1,B,-,True,False,False
52436,Thomas Pereira,90584623747,"Travessa Gonçalves, 6
Maria Goretti
24712-693 Silva do Norte / PI",2020-12-06,926.0559,81.51,231.51,136.55,Capsuled,2,4.19,16937.08,39.4146,,6,1,AB,-,False,True,False
27526,Srta. Maitê Alves,69071482502,"Parque Azevedo, 1
Zilah Sposito
69641-272 Barros do Amparo / PE",2007-10-19,1378.6336,194.66,344.66,136.55,Covered,7,3.13,6313.88,28.7914,DD,5,0,A,+,False,True,False
20397,Carlos Eduardo da Mata,61703582462,"Praia de Dias
Casa Branca
16862-729 Sales das Flores / PR",2000-04-27,855.4604,63.87,213.87,103.66,Clinical Done,5,2.58,843.44,23.3209,B,3,1,B,+,True,False,False
96138,Dr. Luiz Felipe Silveira,10639258786,"Fazenda Emilly Correia, 85
Graça
89455656 Porto / RS",2012-09-13,1027.3601,106.84,256.84,136.55,Uncovered,5,3.26,7635.14,30.1126,DD,5,0,A,-,False,True,False
39056,Thomas Fernandes,84129603787,"Favela de da Rocha, 12
Confisco
24594983 Barros / MT",2019-12-11,912.1043,78.03,228.03,103.66,Uncovered,7,3.69,11956.69,34.4342,X,6,0,O,+,True,False,False
35002,Melissa Silva,2935476107,"Travessa Maria Cecília Mendes, 40
Vila Santa Monica 1ª Seção
50160276 Cunha dos Dourados / PE",2011-07-16,900.1373,75.03,225.03,136.55,,7,3.07,5744.71,28.2222,B,5,1,AB,+,False,True,False
90394,Dr. Enzo Nascimento,67530894110,"Aeroporto Nascimento
Vera Cruz
65654-907 Silveira / SE",2013-11-24,1155.0318,138.76,288.76,103.66,Uncovered,6,3.23,7343.14,29.8206,DD,5,1,O,+,True,False,False
6395,Vitor Hugo Porto,70459321897,"Sítio Sales, 66
Leonina
40340625 Carvalho de Carvalho / BA",2018-11-25,1234.125,158.53,308.53,103.66,Uncovered,3,2.59,967.22,23.4447,,3,0,AB,-,True,False,False
80589,Igor Silveira,38259401797,"Campo de Araújo, 5
Vila Calafate
11051928 Rezende do Oeste / AC",2019-09-23,1256.7101,164.18,314.18,136.55,Uncovered,4,2.67,1705.89,24.1834,B,3,1,O,+,False,True,False
13800,Brenda Sales,63840597200,"Recanto Enrico Azevedo, 77
São Jorge 1ª Seção
58072-975 Souza da Mata / CE",2012-06-27,989.947,97.49,247.49,103.66,Uncovered,8,3.36,8637.85,31.1154,A,5,0,AB,-,True,False,False
74615,Ana Clara Jesus,81376459000,"Praia de Lopes, 76
Urca
89654575 Costa / RS",2013-09-22,901.6486,75.41,225.41,103.66,,3,2.93,4369.8,26.8473,DD,4,1,B,+,True,False,False
25466,Enzo Gabriel Cunha,64128093769,"Chácara Nogueira, 13
Conjunto Califórnia I
36206079 Viana Alegre / BA",2001-07-05,1120.8471,130.21,280.21,112.89,Clinical Done,4,3.08,5796.54,28.274,B,5,1,AB,+,False,True,True
9822,Gustavo Henrique Moura,24917568030,"Setor de Mendes, 4
Ouro Minas
17158480 Teixeira / PA",2004-05-26,937.2837,84.32,234.32,103.66,Capsuled,4,6.08,35780.59,58.2581,B,8,1,O,+,True,False,False
61329,Catarina Moreira,84125306915,"Conjunto Rocha
Santa Branca
29454773 da Rosa / MS",2001-07-14,1320.376,180.09,330.09,103.66,Covered,6,2.62,1240.88,23.7184,X,3,1,O,+,True,False,False
68297,Joaquim Pereira,46723805992,"Trevo Calebe Lopes, 90
Vila Santo Antônio
71396-834 Novaes da Praia / AL",2016-06-01,743.7776,35.94,185.94,103.66,Covered,6,2.52,192.4,22.6699,B,2,0,O,+,True,False,False
61184,Sra. Maria Cecília Fernandes,43821096551,"Viaduto de Lopes, 417
Atila De Paiva
14630889 Lima de Moura / AC",2013-09-29,1102.1122,125.53,275.53,136.55,Uncovered,6,2.78,2831.61,25.3091,CS,4,1,AB,-,False,True,False
38624,Ana Júlia Barbosa,67931058259,"Largo Caldeira, 5
Dom Silverio
43353-483 Alves do Galho / CE",2004-12-09,773.8737,43.47,193.47,136.55,Uncovered,3,3.74,12469.75,34.9472,CS,6,0,,+,False,True,False
10306,Maria Luiza Costa,62431587991,"Vereda Novaes, 47
Cidade Nova
99753609 Araújo / SC",2013-07-26,819.9578,54.99,204.99,136.55,Uncovered,3,2.73,2274.36,24.7519,X,4,1,A,+,False,True,False
44259,Sra. Ana Sophia da Cunha,70418639213,"Morro de Oliveira, 8
Novo Tupi
60290547 Caldeira / RS",2008-04-19,701.2614,25.32,175.32,103.66,Clinical Done,4,2.85,3566.7,26.0442,X,4,0,,+,True,False,False
74768,Ana Sophia Cardoso,37629580177,"Feira Letícia Castro, 20
Maria Helena
18833-228 Pires / RJ",2022-12-18,756.4855,39.12,189.12,136.55,Clinical Done,0,3.24,7406.24,29.8837,B,5,0,,+,False,True,False
20651,Maitê da Cruz,64209817350,"Vila Emanuella Souza, 49
Coração De Jesus
35377999 Azevedo / MT",2003-09-29,1110.419,127.6,277.6,103.66,Uncovered,6,2.96,4604.96,27.0825,X,4,0,A,+,True,False,False
13366,Augusto Ferreira,13270684940,"Estação de Nunes, 27
Venda Nova
42907608 Monteiro / RJ",2000-04-29,868.7581,67.19,217.19,103.66,Uncovered,5,3.53,10300.35,32.7779,DD,6,1,A,-,True,False,False
47349,Luigi Souza,87945601375,"Praça de Dias
Gameleira
34153030 Rodrigues / RN",2017-03-22,797.6402,49.41,199.41,136.55,Capsuled,6,3.64,11462.02,33.9395,B,6,0,O,-,False,True,False
68482,Renan Nascimento,14238756991,"Rua Rezende, 2
Vila Independencia 2ª Seção
57527242 da Rosa do Oeste / RO",2015-02-20,767.4657,41.87,191.87,136.55,Covered,11,3.0,4993.67,27.4712,DD,5,0,O,+,False,True,False
49598,Maria Fernanda da Costa,45931268782,"Travessa Gabrielly da Rocha
Vila Maloca
09211-156 Moura Alegre / PB",2010-05-07,822.9543,55.74,205.74,103.66,Uncovered,4,3.05,5522.84,28.0003,X,5,1,O,+,True,False,False
48967,Kevin Moura,72841359646,"Largo Pires, 44
Buraco Quente
98572-477 Azevedo Alegre / MT",2017-06-10,917.1234,79.28,229.28,136.55,,7,5.92,34178.53,56.656,B,8,0,AB,+,False,True,False
43936,Bruno Silva,27461039822,"Estação Vieira, 243
Monte Azul
20816232 Barbosa Paulista / PI",2013-07-30,1170.5284,142.63,292.63,112.89,Clinical Done,5,3.16,6671.7,29.1492,B,5,0,AB,-,False,True,True
573,Srta. Joana Silveira,86957143228,"Alameda de Silveira, 8
São Paulo
48838009 Aragão / TO",2009-09-27,1004.7533,101.19,251.19,103.66,Capsuled,4,4.05,15486.81,37.9643,B,6,0,B,-,True,False,False
84031,Mariana Correia,57618342008,"Loteamento Noah Pires, 3
Vila Califórnia
71200962 Sales da Praia / RO",2002-08-26,990.2909,97.57,247.57,103.66,Uncovered,6,11.12,86241.33,108.7188,DD,10,0,O,-,True,False,False
5059,Manuela Jesus,57948630210,"Praia de Rocha, 29
Vila Aeroporto
26941672 das Neves / RS",2007-11-16,976.0949,94.02,244.02,103.66,,6,2.63,1335.33,23.8128,DD,3,0,O,+,True,False,False
83496,Marcos Vinicius Sales,78264351026,"Quadra de da Rosa, 14
Vila Da Paz
97349652 Nunes / MA",2001-06-08,1138.0378,134.51,284.51,136.55,Clinical Done,6,2.62,1203.13,23.6806,CS,3,1,AB,-,False,True,False
28329,Matheus Moreira,15270398460,"Colônia de da Cunha, 18
Padre Eustáquio
12417662 Farias / MS",2021-03-13,816.86,54.22,204.22,103.66,Uncovered,3,2.7,2043.05,24.5205,X,4,1,AB,-,True,False,False
26291,Maria Luiza Freitas,74362851062,"Residencial Silveira
Acaba Mundo
10099-639 Cavalcanti / PE",2019-03-29,1060.2557,115.06,265.06,103.66,Covered,2,2.63,1276.93,23.7544,CS,3,1,,+,True,False,False
86298,Lorena Pereira,54937028600,"Ladeira Melo, 7
Vila Madre Gertrudes 1ª Seção
43951-110 Vieira / SC",2019-03-15,781.3168,45.33,195.33,103.66,Uncovered,3,3.82,13264.29,35.7418,A,6,0,,+,True,False,False
73080,Calebe da Paz,67093854265,"Residencial Vieira, 80
Jardim Guanabara
08709739 Pereira / AM",2010-05-17,791.2921,47.82,197.82,103.66,Capsuled,10,2.79,2882.05,25.3596,DD,4,1,AB,+,True,False,False
37839,Dr. Lucca Almeida,64712835982,"Travessa Eduardo da Rocha, 8
Andiroba
59198950 Cavalcanti do Galho / GO",2018-05-23,1120.8429,130.21,280.21,112.89,Clinical Done,7,2.57,754.0,23.2315,B,3,0,B,+,False,True,True
53380,Bryan Rezende,50269348115,"Favela Davi Cardoso, 60
Conjunto Bonsucesso
30370545 Vieira / SE",2007-11-04,1008.8005,102.2,252.2,103.66,Clinical Done,3,2.91,4083.76,26.5613,DD,4,1,,+,True,False,False
98386,João Vitor Gomes,14809327604,"Largo Kaique da Rosa, 52
Vila Antena
73662-260 Lopes Grande / RR",2000-08-19,958.9814,89.75,239.75,112.89,Clinical Done,8,4.07,15716.86,38.1944,DD,6,0,B,+,False,True,True
69001,Gustavo Barbosa,4963852160,"Núcleo Otávio Rodrigues, 43
Vila Independencia 1ª Seção
51381-798 Novaes / RJ",2003-08-08,807.4291,51.86,201.86,103.66,,4,2.93,4284.76,26.7623,CS,4,0,B,+,True,False,False
16366,Esther da Cunha,39572106406,"Lago de da Rosa, 655
Nova Esperança
21025504 Cavalcanti de Goiás / AC",2001-01-15,1084.9257,121.23,271.23,103.66,Clinical Done,4,3.17,6676.26,29.1538,DD,5,1,O,+,True,False,False
75722,Heitor da Cruz,54831029750,"Loteamento de Cardoso, 6
Pindura Saia
97542-513 Vieira de Ramos / CE",2011-01-01,1421.4643,205.37,355.37,136.55,Covered,5,2.8,2987.0,25.4645,CS,4,1,AB,+,False,True,False
23583,Alícia Castro,50186932740,"Lago Vieira, 8
Barão Homem De Melo 3ª Seção
40515024 Martins do Galho / PB",2015-06-24,1107.9354,126.98,276.98,136.55,Clinical Done,8,9.55,70533.22,93.0107,B,10,1,AB,+,False,True,False
65202,Gabriela Pires,59370168230,"Avenida João Pedro Mendes, 7
Conjunto Lagoa
28308726 Fernandes / RR",2023-06-02,1110.4231,127.61,277.61,103.66,Clinical Done,4,3.37,8698.92,31.1764,DD,5,0,O,-,True,False,False
64741,Alícia Dias,28316497573,"Largo Emilly da Cruz, 9
Aparecida 7ª Seção
52507-302 Porto / RR",2008-06-14,981.4222,95.36,245.36,136.55,Clinical Done,0,2.86,3606.85,26.0844,X,4,1,AB,-,False,True,False
73801,Dra. Elisa Carvalho,26594387146,"Viaduto de Gonçalves, 49
João Paulo Ii
37117-042 Peixoto do Norte / SC",2018-07-27,1230.9265,157.73,307.73,103.66,Covered,6,2.71,2116.03,24.5935,B,4,1,AB,+,True,False,False
69381,Juliana Pereira,74209315699,"Passarela de Pinto, 14
Santo Antônio
78284-376 das Neves de da Rosa / AP",2003-05-01,924.5689,81.14,,103.66,Capsuled,3,2.67,1681.5,24.159,X,3,1,AB,+,True,False,False
64753,Joaquim Souza,71984530666,"Vereda Isabel da Rosa, 7
Copacabana
76117134 Rodrigues / SE",2016-09-10,1574.5199,243.63,393.63,136.55,Clinical Done,2,2.83,3296.76,25.7743,CS,4,0,A,-,False,True,False
7259,Mirella Araújo,97653021425,"Sítio de Monteiro, 71
Coração De Jesus
30035724 da Cruz de Minas / RN",2019-01-29,1051.9608,112.99,262.99,103.66,Capsuled,9,4.67,21735.38,44.2129,B,7,1,,+,True,False,False
48484,Cauê da Cruz,48320157960,"Praia de Aragão
Conjunto Santa Maria
17414-280 Rocha da Prata / ES",2021-01-20,1015.3152,103.83,253.83,103.66,Uncovered,10,2.63,1276.51,23.754,,3,1,O,+,True,False,False
25961,Srta. Sophie Mendes,36852710912,"Vereda Freitas, 47
Vila Mangueiras
53067886 Alves / ES",2015-07-02,1242.6407,160.66,310.66,136.55,Uncovered,4,4.55,20525.22,43.0027,,7,0,,-,False,True,False
81520,Ana Carolina Dias,59126387077,"Esplanada Enzo Gabriel Cavalcanti, 73
Conjunto Califórnia Ii
95476-897 Nogueira de Porto / RJ",2015-12-12,788.2209,47.06,197.06,103.66,Capsuled,4,5.41,29108.23,51.5857,CS,8,0,,+,True,False,False
63014,Renan Cavalcanti,64029583792,"Campo Jesus, 920
Braúnas
16884478 Gonçalves / PB",2004-07-03,870.8399,67.71,217.71,103.66,Uncovered,3,2.78,2784.12,25.2616,DD,4,0,B,+,True,False,False
82003,Ana Júlia Costela,35142968042,"Favela Enrico da Paz
Vila Da Ária
74581567 Rezende / AM",2019-04-26,863.3403,65.84,215.84,136.55,Uncovered,9,2.53,297.06,22.7746,X,2,0,AB,-,False,True,False
33424,Lara Nascimento,79165203461,"Vale Silva, 58
Miramar
56110183 Pinto / RS",2009-10-10,961.2155,90.3,240.3,103.66,Clinical Done,2,2.77,2763.18,25.2407,CS,4,1,,+,True,False,False
82892,Antônio Martins,56947210399,"Ladeira da Mota, 789
Barroca
21423-129 Nunes / MG",2000-06-22,1346.7435,186.69,336.69,103.66,,9,2.53,336.3,22.8138,B,2,1,,+,True,False,False
96194,Sr. Davi Lucas Caldeira,39857126464,"Travessa Luiz Miguel Cardoso, 87
Vila Piratininga Venda Nova
82807131 Sales da Praia / MA",2008-11-08,821.9405,55.49,205.49,103.66,,3,3.51,10141.84,32.6193,DD,6,0,B,+,True,False,False
27374,Vitor Hugo da Conceição,63792481022,"Vila de Silveira, 70
Corumbiara
09440-203 Mendes de Goiás / GO",2012-10-15,1486.2584,221.56,371.56,103.66,Capsuled,2,3.29,7930.35,30.4078,X,5,1,AB,+,True,False,False
49924,Luiz Fernando Farias,20518497305,"Recanto Fogaça, 1
Ouro Preto
31293-455 Cardoso do Galho / PI",2006-05-27,1194.5917,148.65,298.65,103.66,,3,2.92,4201.26,26.6788,,4,0,B,+,True,False,False
7645,João Vitor Cardoso,63140529716,"Conjunto de da Paz, 61
Leonina
25987-910 Castro de Cavalcanti / PE",2010-04-29,1312.8436,178.21,328.21,103.66,Capsuled,8,5.82,33229.35,55.7068,X,8,0,O,+,True,False,False
2282,Cecília Barbosa,81675439273,"Quadra de Novaes
Novo Das Industrias
77420733 Moreira do Sul / DF",2005-10-06,1050.2014,112.55,262.55,103.66,Uncovered,3,5.44,29396.34,51.8738,CS,8,1,A,+,True,False,False
92178,Gustavo da Rocha,76941038250,"Colônia de Moraes, 9
Conjunto Lagoa
22875245 da Mota / SC",2004-04-04,710.4116,27.6,177.6,112.89,Capsuled,7,3.5,9981.04,32.4585,B,6,0,B,+,False,True,True
84271,Paulo Mendes,80216734517,"Loteamento Dias, 53
Vitoria Da Conquista
78629072 Fernandes de Dias / PR",2007-07-29,772.9291,43.23,,103.66,Uncovered,5,3.59,10966.32,33.4438,X,6,0,O,-,True,False,False
13156,Thomas Melo,46912358764,"Praça da Conceição
Alpes
10274469 Sales do Norte / PI",2011-12-17,1264.1766,166.04,316.04,103.66,Clinical Done,5,6.79,42906.56,65.3841,DD,8,1,B,-,True,False,False
18162,Thiago da Mota,50196348242,"Vale de Moreira, 18
Conjunto Novo Dom Bosco
05318319 Monteiro de Rezende / MT",2011-03-04,945.4269,86.36,236.36,136.55,,4,3.37,8696.64,31.1741,DD,5,1,B,+,False,True,False
47918,Sra. Ana Laura Nunes,4325769838,"Residencial Ana Sophia Pereira, 58
Vila Novo São Lucas
88414521 Mendes de Moura / PI",2018-01-12,1077.5526,119.39,269.39,103.66,Covered,3,3.99,14881.45,37.3589,B,6,0,B,+,True,False,False
72112,Lavínia Mendes,56908731448,"Lago Moreira
São Luiz
24735912 Novaes das Pedras / GO",2014-08-30,1066.1565,116.54,266.54,112.89,,7,3.34,8382.2,30.8597,B,5,1,O,+,False,True,True
51136,Pietro Rocha,75210496325,"Loteamento de Jesus
Vila São Rafael
39131-790 Novaes de Minas / AL",2016-11-30,1299.1007,174.78,324.78,112.89,Capsuled,6,3.0,5030.25,27.5077,CS,5,0,B,+,False,True,True
16327,Srta. Rebeca da Cunha,2935476883,"Morro Aragão, 739
Céu Azul
32652-621 Campos das Pedras / SP",2010-04-01,1263.9675,165.99,315.99,136.55,Uncovered,5,4.26,17655.37,40.1329,B,7,1,B,+,False,True,False
59578,Benício Lima,63158720930,"Trevo Freitas, 21
Inconfidência
56230-061 Silva / SC",2015-03-25,1077.204,119.3,269.3,136.55,Uncovered,6,3.6,11041.06,33.5186,B,6,1,A,+,False,True,False
47282,Sr. Pedro Henrique Moura,84952317609,"Conjunto Alana Silva
Céu Azul
47278460 Araújo da Praia / AC",2000-01-28,1032.0716,108.02,258.02,112.89,Clinical Done,5,2.51,88.58,22.5661,X,1,1,B,-,False,True,True
1719,Enzo Gabriel da Rosa,73452108635,"Aeroporto Vieira, 6
Universo
26225736 da Costa / TO",2021-03-27,1206.5589,151.64,301.64,112.89,Uncovered,4,2.6,1070.05,23.5475,DD,3,1,AB,+,False,True,True
25451,Alícia Rocha,64291570830,"Pátio da Paz, 44
Lagoinha Leblon
78153-225 Carvalho das Pedras / BA",2003-07-04,804.3103,51.08,201.08,136.55,Capsuled,5,2.75,2487.74,24.9652,X,4,0,O,+,False,True,False
77063,Sra. Rebeca Souza,50639817203,"Vereda Ana Beatriz Mendes, 50
Conjunto Santa Maria
82922-725 Rodrigues / RR",2006-12-06,878.0621,69.52,219.52,103.66,Clinical Done,6,2.73,2274.52,24.752,B,4,0,B,+,True,False,False
97965,Ana Júlia Freitas,47591263846,"Feira Bruna da Mata, 49
Camponesa 1ª Seção
71500-665 Moreira / BA",2004-05-03,757.5054,39.38,189.38,103.66,Covered,5,2.75,2520.26,24.9978,,4,1,AB,-,True,False,False
5855,Pedro Lucas Rezende,28759601302,"Vila Alana Porto, 8
Grotinha
14291-031 da Mata dos Dourados / AL",2017-10-20,834.3996,58.6,208.6,103.66,Uncovered,6,2.61,1125.52,23.603,DD,3,0,,-,True,False,False
32847,Anthony Moraes,35984761246,"Viela de Jesus, 87
Canadá
38651-142 da Mota de Goiás / RR",2019-04-27,717.3948,29.35,179.35,112.89,Uncovered,4,5.19,26946.83,49.4243,X,7,0,A,+,False,True,True
1488,Dr. Vitor da Luz,76205149370,"Praia de Carvalho, 4
Santo Antônio
36717-561 da Conceição / RN",2017-02-26,1180.1603,145.04,295.04,103.66,Covered,5,2.99,4956.85,27.4344,B,5,0,AB,+,True,False,False
86353,Amanda Pires,9275314616,"Núcleo Cavalcanti, 2
Jardim Leblon
65396400 Oliveira de das Neves / RJ",2008-03-03,962.8962,90.72,,136.55,Covered,9,3.18,6793.88,29.2714,CS,5,0,AB,-,False,True,False
15065,Manuela Lopes,94562178337,"Esplanada Heitor Cavalcanti, 54
Glória
04967308 Lopes do Norte / PB",2004-03-01,1362.3789,190.59,340.59,136.55,Covered,9,3.96,14661.19,37.1387,DD,6,0,O,+,False,True,False
21354,Catarina Lopes,24581079314,"Jardim Carvalho, 84
Jaraguá
71834-817 Moraes do Amparo / PE",2005-03-11,951.5339,87.88,237.88,112.89,,1,2.53,300.73,22.7782,B,2,1,AB,+,False,True,True
28219,Clarice Mendes,38260475910,"Recanto Viana, 5
Vila Satélite
34869537 Ferreira / AL",2005-01-23,1069.1861,117.3,267.3,103.66,Capsuled,1,2.61,1170.26,23.6478,B,3,0,,+,True,False,False
74884,Thales da Paz,3412576808,"Largo Porto, 40
Solar Do Barreiro
62087288 Pires Alegre / BA",2005-07-11,920.0615,80.02,230.02,136.55,Clinical Done,9,3.83,13287.26,35.7648,CS,6,1,A,+,False,True,False
72772,Gustavo Henrique Moura,34816975209,"Praia Vieira, 483
Casa Branca
49667337 Almeida do Norte / PE",2016-02-29,1157.7405,139.44,289.44,103.66,Covered,2,3.07,5726.62,28.2041,DD,5,0,O,-,True,False,False
67321,Laís Castro,30791862577,"Praia Leandro da Cunha, 1
Camponesa 1ª Seção
40007-435 Silva / SC",2011-01-04,1130.3991,132.6,282.6,136.55,Covered,5,2.7,1995.96,24.4735,A,4,0,A,+,False,True,False
190,Srta. Ana Vitória Nascimento,73492810560,"Rodovia Moreira, 55
Vila Rica
59614313 Aragão / SP",2006-05-01,949.5125,87.38,237.38,103.66,Uncovered,7,3.88,13846.32,36.3238,X,6,1,O,+,True,False,False
26966,Marcos Vinicius Monteiro,87429105602,"Vila Calebe da Rosa
Vila Suzana Primeira Seção
64193-535 Ramos / SP",2003-03-09,1077.7352,119.43,269.43,103.66,Clinical Done,11,2.88,3835.94,26.3134,A,4,0,O,+,True,False,False
98435,Amanda Costa,38069215712,"Avenida da Mata, 50
Jardinópolis
73821-092 da Rosa de da Luz / RJ",2010-08-21,866.1192,66.53,216.53,103.66,Covered,10,2.62,1185.37,23.6629,B,3,1,A,+,True,False,False
4308,Nicole Porto,47618539219,"Conjunto Antônio Souza, 18
Ambrosina
21548-702 Costela Paulista / RR",2022-03-22,905.1097,76.28,226.28,136.55,,8,2.6,1002.12,23.4796,CS,3,1,O,+,False,True,False
58755,Marcos Vinicius Monteiro,93108756230,"Esplanada de Oliveira, 17
Teixeira Dias
32830-004 Moreira / PE",2007-03-11,,53.83,203.83,112.89,,4,3.19,6877.74,29.3552,DD,5,1,O,-,False,True,True
97205,Valentina Rezende,63254801717,"Lago de da Costa
Bonsucesso
27378793 Fernandes / MA",2010-03-18,1181.9959,145.5,295.5,136.55,,6,2.66,1602.29,24.0798,X,3,0,A,+,False,True,False
11807,Ana Luiza Campos,47915628011,"Parque Luiz Henrique Mendes, 28
Luxemburgo
38002378 Souza da Prata / CE",2008-02-16,827.6717,56.92,206.92,136.55,Clinical Done,3,2.62,1252.87,23.7304,B,3,1,AB,-,False,True,False
58664,Kevin Castro,87049513601,"Avenida de da Costa, 33
Marilandia
58598098 Cavalcanti / MA",2003-10-23,796.7323,49.18,199.18,103.66,Uncovered,11,3.44,9436.39,31.9139,X,5,0,,+,True,False,False
15173,Thiago Porto,95234187004,"Recanto Augusto Carvalho, 32
Nova Cintra
48826766 Pereira de Fernandes / GO",2007-07-30,1195.023,148.76,298.76,103.66,,3,3.34,8458.98,30.9365,DD,5,1,O,+,True,False,False
46644,João Guilherme da Conceição,70846213508,"Esplanada Dias, 24
Liberdade
85716-050 Peixoto / SE",2005-07-14,986.1109,96.53,246.53,136.55,Covered,1,2.71,2104.1,24.5816,X,4,0,AB,+,False,True,False
13162,Enzo Cavalcanti,43826951042,"Conjunto Ramos, 82
São Marcos
61489-615 Barbosa / PE",2015-02-14,739.1478,34.79,184.79,112.89,Clinical Done,3,2.69,1884.36,24.3619,X,3,0,AB,+,False,True,True
21879,Cauê Mendes,62754913025,"Aeroporto Ryan Ferreira, 5
Alpes
67207950 Almeida / PI",2011-06-30,785.4697,46.37,196.37,136.55,Capsuled,8,2.92,4235.12,26.7126,,4,0,A,+,False,True,False
57329,Marcelo Monteiro,53906148289,"Ladeira Matheus Silveira, 8
Santa Sofia
73389-770 da Mota da Praia / CE",2016-04-03,885.7583,71.44,221.44,112.89,,8,2.53,296.17,22.7737,DD,2,1,AB,+,False,True,True
57477,Pietro Araújo,60143728571,"Praça Cardoso, 63
Coração De Jesus
69027232 Peixoto de da Costa / PE",2004-04-12,783.0283,45.76,195.76,103.66,,4,2.65,1565.17,24.0427,CS,3,0,O,+,True,False,False
76170,Srta. Clara Pires,9713568230,"Campo Castro, 4
Palmeiras
53410-221 Nascimento / AC",2019-09-30,980.5333,95.13,245.13,136.55,Uncovered,8,3.38,8854.23,31.3317,X,5,1,O,+,False,True,False
95050,Dr. Enzo Peixoto,25690148776,"Núcleo Isabel da Cunha, 811
Corumbiara
96546681 Araújo Alegre / RS",2011-09-09,763.2602,40.82,190.82,112.89,,5,2.79,2906.39,25.3839,DD,4,1,AB,+,False,True,True
94570,Dra. Luna Barbosa,43981075250,"Estação Luiz Henrique da Conceição, 73
Santa Cecilia
23487494 Nogueira do Campo / AL",2012-04-09,760.0762,40.02,190.02,112.89,Clinical Done,8,3.0,4975.16,27.4527,CS,5,0,B,-,False,True,True
15456,Ana Julia Aragão,26580793465,"Alameda Aragão
Satelite
75983-594 Barbosa do Sul / RN",2001-08-16,1145.9406,136.49,286.49,103.66,,6,3.91,14142.45,36.6199,,6,1,AB,+,True,False,False
94794,Noah Porto,31258967464,"Estrada Cauê Jesus, 11
Cidade Jardim
49050198 da Cruz / RR",2015-07-31,1321.0985,180.27,330.27,103.66,Clinical Done,4,4.15,16503.7,38.9812,X,6,1,A,+,True,False,False
61385,Stella Silva,45937281691,"Ladeira de Costa
São Jorge 3ª Seção
01940-487 Rodrigues do Oeste / MT",2000-04-24,1254.4071,163.6,313.6,136.55,Uncovered,4,2.53,350.37,22.8279,B,2,0,,+,False,True,False
54920,Maria Julia Cardoso,40638129796,"Pátio de Souza, 5
Cachoeirinha
97293-360 Nunes de Correia / AP",2012-05-12,917.6032,79.4,229.4,103.66,Covered,1,3.81,13155.71,35.6332,B,6,0,O,+,True,False,False
