record,name,cpf,address,birthday,Gluconise,H2B4,H356,HB_A56,Adrino_posina,Gamma_R,Nitro_K,H278,Positron_L,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
40908,Stella Caldeira,40953167801,"Alameda de da Luz, 42
Vila Das Oliveiras
28587432 da Luz / RS",2000-12-05,914.4113,78.6,228.6,48.33,Uncovered,5,2.74,2385.29,24.8628,A,4,1,O,+,False,True,False
94852,Dr. Igor Melo,64507832900,"Conjunto de Dias, 89
Alto Barroca
29662809 Rocha / MT",2018-12-29,940.0333,85.01,235.01,37.5,Clinical Done,10,2.6,1025.86,23.5034,X,3,1,B,+,True,False,False
40239,Gustavo Henrique da Luz,49281560305,"Área Ana Clara Teixeira
Custodinha
77743034 Duarte das Flores / MT",2018-08-25,818.5634,54.64,204.64,37.5,Clinical Done,4,3.62,11185.78,33.6633,,6,1,AB,+,True,False,False
93931,Maria Julia Barros,6429781313,"Setor de Souza
Conjunto Jatoba
19262-592 Teixeira do Amparo / TO",2005-05-25,1052.3009,113.08,263.08,48.33,Clinical Done,5,2.85,3500.82,25.9783,X,4,0,AB,+,False,True,False
61085,Pedro Moraes,4326187913,"Estrada de Pinto, 60
Vila Canto Do Sabiá
86213-585 Monteiro do Campo / SE",2008-05-14,651.5231,12.88,162.88,37.5,Covered,6,3.5,10067.07,32.5446,,6,0,B,-,True,False,False
47299,Ana Carolina Mendes,27184396537,"Ladeira de Moreira, 83
Vila Barragem Santa Lúcia
44245-674 Monteiro dos Dourados / BA",2002-03-26,1110.0276,127.51,277.51,37.5,Capsuled,9,5.17,26734.65,49.2121,B,7,0,,-,True,False,False
93712,Luiz Felipe da Costa,97821650340,"Praça Paulo Gonçalves
Aarão Reis
32771-820 Nunes / AP",2014-12-05,674.9553,18.74,168.74,37.5,Covered,10,2.52,197.94,22.6754,,2,0,O,+,True,False,False
64363,Clara Novaes,40362189722,"Recanto de Almeida, 6
Jardim América
27472539 Melo / GO",2004-05-23,1130.2787,132.57,282.57,48.33,Uncovered,3,2.56,581.48,23.059,DD,2,0,O,+,False,True,False
2302,Pedro Lucas Duarte,71026843553,"Loteamento Jesus, 58
Pongelupe
93525042 Mendes Paulista / RN",2022-10-23,708.3725,27.09,177.09,37.5,Capsuled,4,2.91,4098.41,26.5759,DD,4,0,AB,-,True,False,False
28724,Bianca Santos,49683510205,"Área de Nunes, 425
Santa Lúcia
15133220 Fogaça da Praia / MS",2014-11-21,739.399,34.85,184.85,37.5,Clinical Done,5,2.87,3703.52,26.181,,4,1,AB,+,True,False,False
35441,Sra. Ana Julia da Paz,36847120940,"Viela Nina Vieira
Pilar
59078-528 Aragão / RO",2012-12-17,841.5458,60.39,210.39,48.33,,7,2.99,4917.46,27.395,DD,5,1,A,+,False,True,False
8896,Marcos Vinicius Santos,28370519695,"Viela Lara Fogaça, 39
Garças
95266-975 Barros Grande / MA",2010-04-22,1030.5421,107.64,257.64,48.33,Uncovered,4,3.09,5901.21,28.3787,DD,5,0,O,-,False,True,False
11263,Clarice Moreira,38276051995,"Lagoa de Jesus, 46
São Damião
23476925 Oliveira / BA",2017-12-02,945.9383,86.48,236.48,48.33,,7,3.03,5314.54,27.792,X,5,0,AB,-,False,True,False
78246,Sra. Maria Alice da Cunha,56023498124,"Rodovia Ana Julia da Costa, 1
Vila Oeste
55742102 Nogueira de da Costa / AM",2006-10-02,791.5683,47.89,197.89,37.5,Uncovered,3,2.6,1027.57,23.5051,CS,3,1,AB,+,True,False,False
93241,Anthony Cunha,5926318777,"Sítio de Pereira, 22
Baleia
00470662 Porto / GO",2014-11-25,954.6952,88.67,238.67,37.5,Clinical Done,8,2.91,4074.18,26.5517,X,4,1,AB,+,True,False,False
74294,Pedro Miguel Pires,29318406533,"Largo de da Costa
São Bernardo
88225086 Farias / TO",2013-04-19,1106.9364,126.73,276.73,37.5,Uncovered,9,2.63,1304.91,23.7824,B,3,1,AB,-,True,False,False
58776,Ana Carolina Viana,51236748026,"Colônia Correia, 758
Providencia
13674-124 Farias do Oeste / AC",2002-06-26,630.9611,7.74,157.74,48.33,Uncovered,4,2.73,2353.55,24.831,,4,1,,+,False,True,False
35286,Otávio Monteiro,3827649196,"Travessa Heitor Cardoso, 60
Vila Calafate
20478-101 Gomes Paulista / GO",2015-02-08,1247.4558,161.86,311.86,90.83,Covered,5,3.4,,31.526,B,5,1,O,+,False,True,True
64233,Sr. Bruno Almeida,51438206933,"Viela de Moreira, 5
Vila São Francisco
43568772 da Mata / MA",2007-02-05,988.1665,97.04,247.04,48.33,Clinical Done,5,2.55,529.18,23.0067,B,2,0,,+,False,True,False
64464,Maria Alice Pereira,97830641269,"Estrada Rebeca Fernandes, 37
Caiçara - Adelaide
22702-157 Moreira / PE",2005-11-15,460.0789,-34.98,115.02,37.5,Clinical Done,3,2.84,3437.87,25.9154,B,4,1,A,+,True,False,False
3827,Amanda Sales,92853471691,"Vereda da Costa, 736
Vila Jardim Leblon
45440-961 Peixoto das Pedras / ES",2015-06-13,1024.3555,106.09,256.09,37.5,Clinical Done,4,3.41,9136.46,31.614,X,5,1,AB,+,True,False,False
48363,Leonardo das Neves,49107368240,"Largo de Farias, 56
Tupi A
83887-094 Cardoso / PR",2015-10-21,953.0422,88.26,238.26,37.5,Clinical Done,5,2.81,3120.93,25.5984,X,4,0,O,+,True,False,False
19471,Marcos Vinicius Azevedo,81067234969,"Conjunto da Costa, 67
Vila Aeroporto
14844-175 Souza Paulista / RJ",2011-03-01,901.9235,75.48,225.48,48.33,Covered,5,3.24,7375.52,29.853,X,5,1,AB,+,False,True,False
62926,Ana Lívia Freitas,82914530714,"Vila Peixoto
Inconfidência
80492-469 Oliveira / MS",2002-06-02,924.8959,81.22,231.22,48.33,Covered,6,3.08,5869.34,28.3468,B,5,0,,+,False,True,False
92684,Nathan Fogaça,30172486904,"Favela de Mendes
Alta Tensão 1ª Seção
76137034 Azevedo de Aragão / AP",2003-12-03,908.8198,77.2,227.2,90.83,Uncovered,6,3.46,9621.82,32.0993,,5,0,O,+,False,True,True
15912,Davi Luiz Rodrigues,61742503853,"Vale de da Costa, 79
Vila Novo São Lucas
02307711 Fogaça Alegre / BA",2010-08-14,1147.1441,136.79,286.79,37.5,Uncovered,5,4.36,18615.77,41.0933,DD,7,1,O,+,True,False,False
11307,Ana da Rocha,60579283186,"Avenida de Alves, 25
Floresta
61504-818 da Mata / PB",2008-09-27,,108.66,258.66,37.5,Clinical Done,6,2.83,3339.14,25.8166,DD,4,0,AB,-,True,False,False
92963,Davi Nogueira,20314658998,"Avenida Vitor Hugo Vieira, 63
Conjunto Jatoba
06499443 Pinto / MT",2019-08-05,1119.7455,129.94,279.94,37.5,Uncovered,4,4.64,21470.59,43.9481,,7,1,AB,-,True,False,False
65082,Maria Teixeira,72580194649,"Conjunto de Barbosa, 48
Dom Joaquim
05641383 Viana Paulista / MT",2018-04-12,952.8733,88.22,238.22,90.83,Clinical Done,5,3.54,10419.01,32.8965,DD,6,1,AB,-,False,True,True
78740,Rafael Pinto,5738194241,"Pátio de Correia, 36
Xangri-Lá
91317-084 Nunes / AL",2005-03-21,1257.1692,164.29,314.29,90.83,,5,3.03,5314.41,27.7919,DD,5,0,A,+,False,True,True
48464,Diogo Nascimento,96471530820,"Lago de Peixoto, 81
Apolonia
37245-711 Barbosa / RN",2012-10-14,966.5778,91.64,241.64,48.33,Uncovered,6,4.11,16090.74,38.5682,DD,6,0,AB,-,False,True,False
40809,Valentina Rocha,98234170597,"Residencial de Sales, 240
Conjunto Celso Machado
37270829 Peixoto de Oliveira / MT",2008-06-05,1117.3299,129.33,279.33,48.33,,2,3.07,5707.44,28.1849,DD,5,0,,-,False,True,False
42316,Yuri da Conceição,29508634774,"Lago Ana Vitória da Rosa, 46
Prado
90754-319 da Cunha / GO",2018-08-02,966.228,91.56,241.56,48.33,Capsuled,4,3.61,11114.03,33.5915,CS,6,0,O,-,False,True,False
78536,Augusto Azevedo,60412539799,"Ladeira Clara Mendes
Unidas
50882578 Fernandes / PR",2021-09-27,970.5187,92.63,242.63,37.5,Uncovered,5,4.57,20717.56,43.1951,DD,7,0,,+,True,False,False
14953,Enrico Araújo,4571982305,"Viaduto Teixeira, 10
Nova Floresta
31317-631 Fernandes / CE",2008-01-30,1178.6061,144.65,294.65,48.33,Clinical Done,3,2.89,3913.85,26.3913,B,4,0,AB,+,False,True,False
25892,Maria Alice Novaes,83274951609,"Residencial da Cunha, 98
Vila Antena
07234812 Ferreira / SC",2011-04-22,1169.0584,142.26,292.26,90.83,Uncovered,3,3.14,6388.48,28.866,DD,5,1,AB,-,False,True,True
64010,Lorena Viana,28061974304,"Passarela Fogaça, 23
Lorena
80338117 Moreira / MT",2011-09-24,1012.7112,103.18,253.18,37.5,Uncovered,5,3.01,5155.89,27.6334,B,5,1,AB,+,True,False,False
55779,Caio Melo,98204763565,"Ladeira Dias, 447
Jardim Do Vale
95118-169 Gonçalves da Praia / PA",2006-12-11,1026.5002,106.63,256.63,37.5,Capsuled,7,2.62,1256.09,23.7336,B,3,0,O,-,True,False,False
84465,Leonardo Viana,83952741060,"Fazenda Sales, 99
Bairro Das Indústrias Ii
08209115 Fogaça / DF",2012-07-03,930.8015,82.7,232.7,48.33,Uncovered,4,2.61,1122.65,23.6002,CS,3,1,B,+,False,True,False
40553,Luigi da Mota,83659240729,"Trevo Peixoto
Parque São José
28805-536 Aragão de da Rocha / AP",2022-06-05,,132.73,282.73,37.5,Uncovered,9,2.61,1125.19,23.6027,DD,3,0,,-,True,False,False
6892,Sra. Stephany Melo,75920364874,"Área da Luz, 81
Indaiá
81563-267 Azevedo do Oeste / SP",2005-07-26,1073.2272,118.31,268.31,37.5,Clinical Done,8,4.57,20750.67,43.2282,X,7,1,AB,+,True,False,False
24745,Dra. Manuela Novaes,53796201407,"Distrito de Correia
Vila Suzana Primeira Seção
48475-934 Fogaça do Oeste / SE",2008-07-30,1172.3922,143.1,293.1,37.5,,8,4.76,22612.7,45.0902,B,7,1,O,+,True,False,False
17274,Catarina da Mata,46823057190,"Estrada Caldeira
Vale Do Jatoba
02495-706 Cardoso / MT",2016-09-14,1044.8058,111.2,261.2,37.5,,6,2.92,4176.06,26.6536,DD,4,1,,+,True,False,False
44313,Dr. Samuel Sales,28430517626,"Morro Nicole Novaes, 699
São Benedito
61496186 da Cunha de Goiás / AM",2000-07-05,1002.1211,100.53,250.53,90.83,Capsuled,6,4.66,21608.05,44.0856,CS,7,0,A,-,False,True,True
82143,Dra. Ana Luiza Castro,12538946719,"Avenida de Pinto, 89
Vila São João Batista
60657-286 Souza / SP",2009-08-25,1173.7026,143.43,293.43,37.5,Covered,5,5.32,28231.05,50.7086,X,7,1,,+,True,False,False
23493,Ian Silveira,15643209870,"Viaduto Davi da Paz, 92
Minas Brasil
49572919 Melo da Mata / BA",2013-06-16,975.6294,93.91,243.91,37.5,Covered,2,3.93,14276.32,36.7538,DD,6,0,O,+,True,False,False
38819,Juan Caldeira,59203716840,"Setor Calebe Nascimento, 61
Conjunto Taquaril
40381448 Peixoto / RN",2022-03-23,1151.2443,137.81,287.81,48.33,Clinical Done,5,2.77,2715.76,25.1933,DD,4,1,AB,-,False,True,False
58720,Davi Luiz Nogueira,48673905184,"Residencial Lucca Ribeiro, 11
Universitário
86648032 Silva / AL",2000-12-30,1207.9842,152.0,302.0,37.5,Clinical Done,4,3.67,11681.35,34.1588,CS,6,0,O,+,True,False,False
25365,Maria Vitória Caldeira,26805197449,"Fazenda Vitor Correia, 81
Carmo
42225353 da Luz do Norte / GO",2011-02-09,1296.1698,174.04,324.04,48.33,Uncovered,1,2.81,3121.73,25.5992,CS,4,0,O,-,False,True,False
9333,Antônio Dias,67015289377,"Passarela Otávio da Rocha, 549
Bonfim
01726036 Cardoso do Oeste / PR",2013-12-18,1041.1851,110.3,260.3,48.33,Capsuled,5,4.47,19736.13,42.2136,DD,7,1,B,+,False,True,False
86509,Diogo da Mata,34510926898,"Passarela de Mendes, 8
Vila São Paulo
18742056 Costa / MS",2021-12-05,1062.2872,115.57,265.57,37.5,Clinical Done,6,5.06,25645.16,48.1227,X,7,1,AB,-,True,False,False
83747,Júlia Nogueira,50419286730,"Jardim de Nunes, 71
Lindéia
62071832 Ribeiro Grande / PI",2015-06-03,1188.0906,147.02,297.02,90.83,Clinical Done,1,6.84,43375.77,65.8533,DD,8,0,O,+,False,True,True
19511,Letícia Gomes,32495186700,"Passarela da Luz, 90
Vila Aeroporto Jaraguá
92121-676 Cardoso / PA",2013-02-02,1035.1283,108.78,258.78,48.33,Capsuled,6,3.83,13351.6,35.8291,CS,6,0,,+,False,True,False
75890,Lucas Gabriel Barbosa,32970845105,"Pátio Gonçalves, 73
Belvedere
23889026 Moura dos Dourados / PR",2010-01-18,1121.3403,130.34,280.34,37.5,,5,2.77,2736.21,25.2137,B,4,0,B,+,True,False,False
73512,Gustavo Henrique Porto,19062837450,"Ladeira Vinicius Moura, 19
Alto Das Antenas
74623055 Novaes / MS",2012-10-05,1041.0439,110.26,260.26,48.33,Uncovered,2,4.18,16840.47,39.318,DD,6,1,O,-,False,True,False
79502,Pedro Lucas Barros,50936178493,"Recanto Stephany Freitas, 66
Nossa Senhora Da Aparecida
18768-783 Costa dos Dourados / MS",2016-09-07,1004.1873,101.05,251.05,37.5,,9,2.75,2475.45,24.9529,CS,4,1,O,+,True,False,False
84913,Dra. Carolina Sales,86907534274,"Pátio Erick Ferreira, 170
Grota
95102783 Martins de Ramos / SC",2019-03-20,872.0558,68.01,218.01,48.33,Uncovered,3,2.62,1254.15,23.7316,DD,3,0,AB,+,False,True,False
97710,Rodrigo Moraes,57903462199,"Avenida Caldeira, 4
São Jorge 1ª Seção
01618192 Duarte de Rezende / ES",2002-09-11,1045.4514,111.36,261.36,48.33,Covered,5,2.66,1635.85,24.1133,A,3,0,B,+,False,True,False
6935,Thiago Rodrigues,83051497657,"Chácara Mirella Monteiro, 61
Mariano De Abreu
49255-590 Souza / PB",2017-06-18,1130.6091,132.65,282.65,37.5,Clinical Done,3,2.79,2938.38,25.4159,DD,4,0,,-,True,False,False
75164,Dra. Stephany Pinto,85120637426,"Feira de da Costa, 46
Nossa Senhora Da Conceição
76735-951 Nogueira / AC",2012-05-07,1067.8948,116.97,266.97,90.83,Covered,5,3.38,8804.35,31.2818,,5,1,AB,+,False,True,True
33182,Lavínia Silveira,34692815051,"Setor Benício Pereira, 22
Boa Vista
90669-607 das Neves do Galho / MA",2011-02-25,968.9948,92.25,242.25,90.83,Covered,4,4.16,16641.0,39.1185,X,6,0,AB,+,False,True,True
68747,Júlia Ferreira,28479503629,"Conjunto da Costa, 11
Conjunto Santa Maria
67063-008 da Rosa / AC",2012-05-13,1067.4278,116.86,266.86,90.83,Covered,5,2.79,2940.31,25.4178,DD,4,0,,+,False,True,True
49867,Lorenzo Carvalho,45860327900,"Área de Lima, 53
Savassi
57434-556 Campos da Serra / AC",2004-12-29,1316.1089,179.03,329.03,48.33,Uncovered,1,3.32,8201.59,30.6791,DD,5,0,A,+,False,True,False
93755,Stella Nogueira,17509342805,"Ladeira Castro, 46
Nova America
54196-230 Rocha / AM",2004-06-26,1018.7896,,254.7,37.5,,4,4.64,21464.51,43.942,DD,7,1,O,-,True,False,False
24738,Dr. Igor Jesus,20431978514,"Núcleo Juan Gomes, 73
Alto Dos Pinheiros
11960150 Mendes / GO",2019-02-14,896.0438,74.01,224.01,37.5,Capsuled,5,3.12,6249.36,28.7269,X,5,0,O,-,True,False,False
48053,João Lucas Farias,19520687467,"Chácara Gonçalves, 60
Serrano
51449-782 Araújo Verde / RR",2004-03-28,1351.9706,187.99,337.99,37.5,Covered,5,2.54,470.75,22.9482,X,2,1,O,+,True,False,False
58022,Isabelly Fernandes,37596042180,"Rua Martins, 47
Vila Aeroporto
05007585 Duarte / RN",2005-08-10,927.0982,81.77,231.77,37.5,Uncovered,3,3.29,7897.02,30.3745,X,5,1,,+,True,False,False
85722,Kamilly Freitas,69543872155,"Avenida de Souza, 60
Gutierrez
58194-838 Freitas / ES",2021-07-24,1320.0021,180.0,330.0,37.5,,4,5.08,25774.79,48.2523,X,7,0,AB,+,True,False,False
6187,Maria Vitória Farias,20549736883,"Viela Rocha, 79
Penha
39321-137 Nunes / AM",2022-05-14,1134.5524,133.64,283.64,48.33,Capsuled,4,3.02,5239.76,27.7173,B,5,1,,+,False,True,False
26949,Enrico Souza,20795413823,"Estrada Alexandre Fernandes
Indaiá
87409317 Costela do Campo / CE",2002-05-19,760.3155,40.08,190.08,37.5,,10,2.93,4313.47,26.791,DD,4,0,O,-,True,False,False
11503,Kaique Moreira,61582934746,"Rodovia Beatriz Moreira, 38
Buritis
51241291 da Cunha / RN",2021-02-08,992.7972,98.2,248.2,37.5,Uncovered,0,3.16,6632.02,29.1095,X,5,0,B,+,True,False,False
10414,Anthony Silva,92487013532,"Rodovia Freitas, 5
São Damião
24644-693 Cardoso / PE",2003-01-12,985.5837,96.4,246.4,37.5,Clinical Done,5,3.28,7793.92,30.2714,X,5,0,B,+,True,False,False
14584,Ana Lívia Jesus,15473806244,"Núcleo Santos, 23
Conjunto Paulo Vi
38539253 da Luz de Lopes / SE",2012-10-23,983.4131,95.85,245.85,37.5,Clinical Done,2,2.58,867.43,23.3449,DD,3,0,B,+,True,False,False
56633,Antônio Mendes,47081235662,"Lago Dias, 65
Ademar Maldonado
18195-855 Barbosa do Galho / CE",2018-01-14,979.0607,94.77,244.77,90.83,Covered,8,3.17,6747.74,29.2252,,5,1,O,+,False,True,True
67998,Sophie Silveira,20569817340,"Residencial de Monteiro
Dom Cabral
83903531 Duarte de Goiás / SE",2008-06-18,1162.0187,140.5,290.5,48.33,Clinical Done,3,2.77,2770.06,25.2476,CS,4,0,AB,-,False,True,False
92536,Renan Costela,5948273105,"Condomínio de Mendes, 48
Cardoso
08963348 Sales / PB",2015-05-14,1103.3051,125.83,275.83,48.33,Clinical Done,5,3.55,10498.66,32.9762,DD,6,0,B,+,False,True,False
19802,Melissa Costa,68201754930,"Colônia Raquel das Neves
Santa Helena
49130100 Silva da Serra / AL",2001-09-23,1304.9965,176.25,326.25,48.33,Capsuled,4,3.25,7525.02,30.0025,CS,5,0,,+,False,True,False
90621,Dra. Melissa da Mata,73526481008,"Jardim de das Neves, 757
Bela Vitoria
96265058 Vieira / AL",2020-01-20,991.6146,97.9,247.9,37.5,Uncovered,3,3.34,8413.92,30.8914,,5,0,B,+,True,False,False
21546,Maria Clara Almeida,54837129005,"Recanto Costela, 20
Conjunto Taquaril
05231-470 Silva de Rocha / RO",2012-01-31,1020.5095,105.13,255.13,48.33,Uncovered,3,4.08,15801.16,38.2787,CS,6,1,AB,+,False,True,False
12532,Sra. Maria Eduarda Martins,38145276900,"Lago Ramos, 842
Paulo Vi
69719826 Melo / AM",2010-08-04,1169.3068,142.33,292.33,37.5,Uncovered,3,3.25,7494.03,29.9715,A,5,1,AB,+,True,False,False
68401,Pietro Monteiro,82140956389,"Área Davi Lucas Fernandes, 21
Vila Formosa
43449892 Gomes do Oeste / ES",2010-05-14,1022.5271,105.63,255.63,37.5,Covered,6,2.84,3413.61,25.8911,DD,4,0,B,+,True,False,False
67306,Letícia Peixoto,43701685207,"Trevo Pinto, 2
Ademar Maldonado
82654-715 Moura do Norte / RS",2018-01-19,957.2097,89.3,239.3,90.83,Uncovered,7,2.61,1150.1,23.6276,DD,3,0,,-,False,True,True
63657,Thales Moura,59608231442,"Esplanada de Viana, 87
Belmonte
56938543 Oliveira / BA",2009-10-26,1105.2844,126.32,276.32,90.83,Uncovered,6,2.59,893.23,23.3707,DD,3,1,,-,False,True,True
85903,Evelyn Souza,62098354142,"Loteamento Noah Moura, 9
Vila Cloris
44173821 Monteiro Verde / SE",2008-07-23,845.7676,61.44,211.44,48.33,Covered,1,2.97,4748.07,27.2256,CS,4,1,O,+,False,True,False
74860,Joaquim Ramos,69182347573,"Trecho de Rodrigues, 17
Jatobá
70208-998 da Cruz Verde / PE",2012-03-17,818.4797,54.62,204.62,48.33,Capsuled,4,2.9,4062.64,26.5401,DD,4,0,B,+,False,True,False
8185,Rafaela da Luz,3754621807,"Colônia de Nunes, 67
Cdi Jatoba
22313427 da Costa de Barbosa / BA",2022-03-20,948.1006,87.03,237.03,48.33,,4,2.86,3582.53,26.06,X,4,1,B,+,False,True,False
26202,Davi Luiz Ramos,70314562826,"Quadra Cunha, 66
São Sebastião
91000-405 Fogaça / DF",2004-05-15,1146.1422,136.54,286.54,37.5,Clinical Done,4,3.88,13815.66,36.2932,,6,0,A,+,True,False,False
97681,Marcos Vinicius Pinto,72916038469,"Conjunto Alexandre Duarte, 320
Lagoinha
10918-530 Viana / CE",2020-12-08,1204.027,151.01,301.01,37.5,Covered,5,3.41,9116.88,31.5944,X,5,1,B,-,True,False,False
62042,Maria Vitória Duarte,53126749828,"Residencial de Martins, 11
Vila Primeiro De Maio
05820-026 Rocha do Amparo / GO",2017-08-09,844.4185,61.1,211.1,48.33,Capsuled,6,5.37,28752.56,51.2301,CS,7,0,O,-,False,True,False
50151,Srta. Ana Lívia Pires,17092854601,"Distrito de Araújo, 5
Túnel De Ibirité
64186020 Nogueira dos Dourados / MS",2013-11-08,932.6165,83.15,233.15,48.33,Uncovered,4,2.64,1458.49,23.936,CS,3,0,AB,+,False,True,False
86747,Pietra da Mata,84365092189,"Condomínio de Costela, 75
Canaa
14256-205 Peixoto / SP",2021-07-14,1104.8465,126.21,276.21,90.83,Clinical Done,3,2.65,1557.19,24.0347,DD,3,1,,+,False,True,True
71004,Murilo Fernandes,6891273595,"Morro de Gonçalves, 62
Vila Copacabana
84899301 Novaes do Amparo / GO",2001-06-09,1087.879,121.97,271.97,48.33,,4,2.99,4950.65,27.4282,DD,5,1,O,-,False,True,False
18327,Cauê da Cruz,6423579199,"Viela Moura, 50
Vila Canto Do Sabiá
50250-762 Silva Grande / SC",2019-07-31,876.5597,69.14,219.14,90.83,,4,4.74,22392.56,44.8701,DD,7,0,O,+,False,True,True
1779,Francisco Ferreira,17024369850,"Distrito Carlos Eduardo Novaes, 2
Cinquentenário
74323-700 Martins Grande / MA",2004-02-10,1209.1084,152.28,302.28,90.83,Clinical Done,2,4.04,15373.52,37.851,X,6,1,AB,+,False,True,True
73767,Renan da Rocha,26853710444,"Setor de Novaes, 31
Ermelinda
44837-158 Campos Verde / AC",2011-11-27,978.8136,94.7,244.7,48.33,Covered,6,3.12,6176.23,28.6537,X,5,0,AB,+,False,True,False
37017,Lívia Duarte,8351962406,"Favela Ryan Rodrigues, 37
Vila Vista Alegre
53810000 Monteiro / AM",2019-05-10,1014.1442,103.54,253.54,90.83,Clinical Done,5,5.9,34042.89,56.5204,CS,8,1,B,+,False,True,True
55247,Larissa Cunha,76198430278,"Parque de da Rosa, 11
Minas Brasil
23620-347 Nunes das Flores / SC",2018-02-20,907.0083,76.75,226.75,37.5,Uncovered,8,2.68,1839.63,24.3171,B,3,0,AB,+,True,False,False
48158,Dr. João Felipe Barros,63589210451,"Parque Teixeira, 66
Santa Tereza
81929175 Mendes / ES",2012-10-08,1249.8512,162.46,312.46,90.83,Clinical Done,3,3.68,11837.12,34.3146,DD,6,0,A,+,False,True,True
79613,Alana das Neves,84905627176,"Praça da Costa, 96
Santana Do Cafezal
88251965 Fernandes de Ramos / MA",2002-11-14,1241.3622,160.34,310.34,37.5,Uncovered,6,4.76,22576.43,45.0539,DD,7,0,O,+,True,False,False
80034,Nathan Nunes,94518732014,"Vereda de Novaes, 379
Conjunto Califórnia I
48412013 Alves de Minas / PB",2009-05-18,986.1829,96.55,246.55,90.83,Capsuled,4,4.74,22373.85,44.8513,B,7,0,O,+,False,True,True
75816,Alexandre Lima,41568203942,"Estação de Fogaça, 6
Vila Independencia 3ª Seção
19693-814 Araújo / PB",2018-08-04,1273.9815,168.5,318.5,48.33,Uncovered,6,2.67,1736.64,24.2141,DD,3,1,,+,False,True,False
43919,Laura Silveira,84736295074,"Aeroporto de Cunha, 16
Vila Sesc
17485179 Teixeira / RR",2006-03-08,1230.7777,157.69,307.69,37.5,Capsuled,3,2.74,2418.85,24.8964,DD,4,1,AB,+,True,False,False
38189,Caroline Aragão,27609413534,"Recanto Ana Sophia Moura, 79
Dom Cabral
34924428 Alves das Pedras / AC",2002-05-23,1166.4501,141.61,291.61,37.5,Capsuled,4,5.28,27795.06,50.2726,CS,7,0,O,+,True,False,False
15057,Dr. Luiz Miguel Gonçalves,43897261022,"Vereda de Alves, 80
Ipiranga
74791897 da Mata / PB",2012-11-04,1025.8795,106.47,256.47,37.5,Capsuled,3,5.89,33874.73,56.3522,DD,8,0,O,-,True,False,False
77992,Ryan Lopes,14850732941,"Setor de Fogaça
Alto Barroca
77734-908 Novaes do Galho / AM",2008-02-05,1199.7728,149.94,299.94,48.33,Covered,7,3.14,6405.66,28.8832,X,5,1,AB,+,False,True,False
16992,Samuel Santos,73296584137,"Ladeira Raul da Paz, 88
Minaslandia
15422-634 Ramos Paulista / PI",2021-03-15,902.3837,75.6,225.6,37.5,Clinical Done,3,2.61,1156.82,23.6343,A,3,1,,+,True,False,False
40112,Ana Beatriz da Rocha,29768054310,"Sítio da Paz, 12
Carmo
33536071 Moreira de Castro / MA",2020-03-12,931.7903,82.95,232.95,37.5,Capsuled,2,4.49,19922.64,42.4001,X,7,1,,+,True,False,False
3147,Dr. Davi Lucca Ferreira,62589037465,"Avenida Camila da Mota, 13
Bonfim
92459748 Moreira do Amparo / SE",2017-05-17,978.8506,94.71,244.71,37.5,Clinical Done,8,5.77,32754.02,55.2315,DD,8,1,,+,True,False,False
17458,Nina da Rosa,91307856420,"Distrito de Correia, 53
Tupi A
11353-372 Almeida da Praia / RN",2005-02-27,1141.5965,135.4,285.4,37.5,Uncovered,1,2.64,1425.57,23.9031,B,3,1,O,+,True,False,False
34297,Ana Lívia Santos,72059613868,"Conjunto de Pereira, 838
Vila Nova Gameleira 3ª Seção
98003338 da Cunha / AL",2022-07-25,1278.938,169.73,319.73,37.5,Clinical Done,5,2.51,93.93,22.5714,,1,1,,+,True,False,False
63237,Emanuel Nogueira,23546710916,"Chácara Nicolas Mendes, 479
Álvaro Camargos
26102-987 Caldeira / RJ",2013-11-28,663.5682,15.89,165.89,37.5,Clinical Done,5,3.41,9149.5,31.627,,5,0,O,+,True,False,False
10156,João Pedro Correia,90361852703,"Campo Araújo, 10
Vila Batik
06098-944 da Conceição / BA",2019-10-08,1004.2878,101.07,251.07,37.5,Clinical Done,3,5.38,28820.07,51.2976,DD,7,1,B,+,True,False,False
23398,Bárbara Teixeira,70538691484,"Estação da Mata, 29
Jardim Felicidade
26548-011 Lima / AP",2011-02-27,876.1834,69.05,219.05,37.5,,8,2.99,4911.01,27.3885,DD,5,0,B,+,True,False,False
9004,Sra. Maria Clara Ramos,68791430593,"Colônia Novaes, 23
Estrela Do Oriente
00503190 Melo de Pires / MA",2015-06-25,1116.589,129.15,279.15,48.33,,3,2.81,3100.21,25.5777,DD,4,1,AB,+,False,True,False
14681,Stephany Jesus,7538296492,"Sítio Amanda da Cruz
Novo Das Industrias
52489-619 Dias / GO",2007-06-30,757.7283,39.43,189.43,48.33,Capsuled,4,3.16,6620.55,29.098,B,5,0,AB,+,False,True,False
60577,Cecília Novaes,6529817395,"Estação Ian da Cruz, 5
Vila São Francisco
33528-802 Dias / PI",2003-04-11,1365.924,191.48,341.48,90.83,Uncovered,5,3.04,5426.44,27.9039,DD,5,1,AB,+,False,True,True
66187,Vitor Gabriel da Paz,46183027987,"Núcleo Duarte, 21
Atila De Paiva
87711-591 Sales / AP",2011-09-13,911.276,77.82,227.82,48.33,Uncovered,5,2.86,3576.56,26.0541,CS,4,0,B,-,False,True,False
